subject,grade,skillId,skillIdentifier,skillDesc,,,,
ELA - Common Core," 11, 12",17117,L.11-12.5.b,Analyze nuances in the meaning of words with similar denotations.,,,,
ELA - Common Core," 11, 12",17118,L.11-12.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",,,,
ELA - Common Core,2,15886,RL.2.1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",,,,
ELA - Common Core,2,15887,RL.2.2,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",,,,
ELA - Common Core,2,15888,RL.2.3,Describe how characters in a story respond to major events and challenges.,,,,
ELA - Common Core,2,15925,RL.2.4,"Describe how words and phrases supply rhythm and meaning in a story, poem, or song.",,,,
ELA - Common Core,2,15926,RL.2.5,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",,,,
ELA - Common Core,2,15927,RL.2.6,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",,,,
ELA - Common Core,2,15962,RL.2.7,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.",,,,
ELA - Common Core,2,15963,RL.2.9,Compare and contrast two or more versions of the same story by different authors or from different cultures.,,,,
ELA - Common Core,2,15986,RL.2.10,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2-3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,,
ELA - Common Core,2,16004,RI.2.1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",,,,
ELA - Common Core,2,16005,RI.2.2,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.,,,,
ELA - Common Core,2,16006,RI.2.3,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.",,,,
ELA - Common Core,2,16043,RI.2.4,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.,,,,
ELA - Common Core,2,16044,RI.2.5,Know and use various text features to locate key facts or information in a text efficiently.,,,,
ELA - Common Core,2,16045,RI.2.6,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",,,,
ELA - Common Core,2,16082,RI.2.7,Explain how specific images contribute to and clarify a text.,,,,
ELA - Common Core,2,16083,RI.2.8,Describe how reasons support specific points the author makes in a text.,,,,
ELA - Common Core,2,16084,RI.2.9,Compare and contrast the most important points presented by two texts on the same topic.,,,,
ELA - Common Core,2,16117,RI.2.10,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2-3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,,
ELA - Common Core,2,16160,RF.2.3,Know and apply grade-level phonics and word analysis skills in decoding words.,,,,
ELA - Common Core,2,16161,RF.2.3.a,Distinguish long and short vowels when reading regularly spelled one-syllable words.,,,,
ELA - Common Core,2,16162,RF.2.3.b,Know spelling-sound correspondences for additional common vowel teams.,,,,
ELA - Common Core,2,16163,RF.2.3.c,Decode regularly spelled two-syllable words with long vowels.,,,,
ELA - Common Core,2,16164,RF.2.3.d,Decode words with common prefixes and suffixes.,,,,
ELA - Common Core,2,16165,RF.2.3.e,Identify words with inconsistent but common spelling-sound correspondences.,,,,
ELA - Common Core,2,16166,RF.2.3.f,Recognize and read grade-appropriate irregularly spelled words.,,,,
ELA - Common Core,2,16181,RF.2.4,Read with sufficient accuracy and fluency to support comprehension.,,,,
ELA - Common Core,2,16182,RF.2.4.a,Read grade-level text with purpose and understanding.,,,,
ELA - Common Core,2,16183,RF.2.4.b,"Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.",,,,
ELA - Common Core,2,16184,RF.2.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",,,,
ELA - Common Core,2,16326,W.2.1,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words to connect opinion and reasons, and provide a concluding statement or section.",,,,
ELA - Common Core,2,16327,W.2.2,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.",,,,
ELA - Common Core,2,16328,W.2.3,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.",,,,
ELA - Common Core,2,16515,W.2.5,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.",,,,
ELA - Common Core,2,16516,W.2.6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",,,,
ELA - Common Core,2,16551,W.2.7,Participate in shared research and writing projects.,,,,
ELA - Common Core,2,16552,W.2.8,Recall information from experiences or gather information from provided sources to answer a question.,,,,
ELA - Common Core,2,16741,SL.2.1,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.,,,,
ELA - Common Core,2,16742,SL.2.1.a,Follow agreed-upon rules for discussions.,,,,
ELA - Common Core,2,16743,SL.2.1.b,Build on others' talk in conversations by linking their comments to the remarks of others.,,,,
ELA - Common Core,2,16744,SL.2.1.c,Ask for clarification and further explanation as needed about the topics and texts under discussion.,,,,
ELA - Common Core,2,16745,SL.2.2,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.,,,,
ELA - Common Core,2,16746,SL.2.3,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.",,,,
ELA - Common Core,2,16823,SL.2.4,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.",,,,
ELA - Common Core,2,16824,SL.2.5,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.",,,,
ELA - Common Core,2,16825,SL.2.6,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.,,,,
ELA - Common Core,2,16880,L.2.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,,
ELA - Common Core,2,16881,L.2.1.a,Use collective nouns.,,,,
ELA - Common Core,2,16882,L.2.1.b,Form and use frequently occurring irregular plural nouns.,,,,
ELA - Common Core,2,16883,L.2.1.c,Use reflexive pronouns.,,,,
ELA - Common Core,2,16884,L.2.1.d,Form and use the past tense of frequently occurring irregular verbs.,,,,
ELA - Common Core,2,16885,L.2.1.e,"Use adjectives and adverbs, and choose between them depending on what is to be modified.",,,,
ELA - Common Core,2,16886,L.2.1.f,"Produce, expand, and rearrange complete simple and compound sentences.",,,,
ELA - Common Core,2,16887,L.2.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,,
ELA - Common Core,2,16888,L.2.2.a,"Capitalize holidays, product names, and geographic names.",,,,
ELA - Common Core,2,16889,L.2.2.b,Use commas in greetings and closings of letters.,,,,
ELA - Common Core,2,16890,L.2.2.c,Use an apostrophe to form contractions and frequently occurring possessives.,,,,
ELA - Common Core,2,16891,L.2.2.d,Generalize learned spelling patterns when writing words.,,,,
ELA - Common Core,2,16892,L.2.2.e,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",,,,
