subject,grade,skillId,skillIdentifier,keywords,keywords
ELA - Common Core," 11, 12",16665,WHST.11-12.1.b,develop claims  counterclaims fairly  thoroughly supplying   relevant data  evidence    pointing   strengths  limitations   claims  counterclaims   disciplineappropriate form  anticipates  audiences knowledge level concerns values  possible biases,develop claims  counterclaims fairly  thoroughly supplying   relevant data  evidence    pointing   strengths  limitations   claims  counterclaims   disciplineappropriate form  anticipates  audiences knowledge level concerns values  possible biases
ELA - Common Core," 11, 12",16666,WHST.11-12.1.c,use words phrases  clauses  well  varied syntax  link  major sections   text create cohesion  clarify  relationships  claims  reasons  reasons  evidence   claims  counterclaims,use words phrases  clauses  well  varied syntax  link  major sections   text create cohesion  clarify  relationships  claims  reasons  reasons  evidence   claims  counterclaims
ELA - Common Core," 11, 12",16667,WHST.11-12.1.d,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing
ELA - Common Core," 11, 12",16668,WHST.11-12.1.e,provide  concluding statement  section  follows   supports  argument presented,provide  concluding statement  section  follows   supports  argument presented
ELA - Common Core," 11, 12",16669,WHST.11-12.2,write informativeexplanatory texts including  narration  historical events scientific procedures experiments  technical processes,write informativeexplanatory texts including  narration  historical events scientific procedures experiments  technical processes
ELA - Common Core," 11, 12",16670,WHST.11-12.2.a,introduce  topic  organize complex ideas concepts  information    new element builds    precedes   create  unified whole include formatting graphics  multimedia  useful  aiding comprehension,introduce  topic  organize complex ideas concepts  information    new element builds    precedes   create  unified whole include formatting graphics  multimedia  useful  aiding comprehension
ELA - Common Core," 11, 12",16671,WHST.11-12.2.b,develop  topic thoroughly  selecting   significant  relevant facts extended definitions concrete details quotations   information  examples appropriate   audiences knowledge   topic,develop  topic thoroughly  selecting   significant  relevant facts extended definitions concrete details quotations   information  examples appropriate   audiences knowledge   topic
ELA - Common Core," 11, 12",16672,WHST.11-12.2.c,use varied transitions  sentence structures  link  major sections   text create cohesion  clarify  relationships among complex ideas  concepts,use varied transitions  sentence structures  link  major sections   text create cohesion  clarify  relationships among complex ideas  concepts
ELA - Common Core," 11, 12",16673,WHST.11-12.2.d,use precise language domainspecific vocabulary  techniques   metaphor simile  analogy  manage  complexity   topic convey  knowledgeable stance   style  responds   discipline  context  well    expertise  likely readers,use precise language domainspecific vocabulary  techniques   metaphor simile  analogy  manage  complexity   topic convey  knowledgeable stance   style  responds   discipline  context  well    expertise  likely readers
ELA - Common Core," 11, 12",16674,WHST.11-12.2.e,provide  concluding statement  section  follows   supports  information  explanation provided,provide  concluding statement  section  follows   supports  information  explanation provided
ELA - Common Core," 11, 12",16693,WHST.11-12.4,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience
ELA - Common Core," 11, 12",16694,WHST.11-12.5,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience
ELA - Common Core," 11, 12",16695,WHST.11-12.6,use technology including  internet  produce publish  update individual  shared writing products  response  ongoing feedback including new arguments  information,use technology including  internet  produce publish  update individual  shared writing products  response  ongoing feedback including new arguments  information
ELA - Common Core," 11, 12",16702,WHST.11-12.7,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation
ELA - Common Core," 11, 12",16703,WHST.11-12.8,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  strengths  limitations   source  terms   specific task purpose  audience integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  reliance   one source  following  standard format  citation,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  strengths  limitations   source  terms   specific task purpose  audience integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  reliance   one source  following  standard format  citation
ELA - Common Core," 11, 12",16704,WHST.11-12.9,draw evidence  informational texts  support analysis reflection  research,draw evidence  informational texts  support analysis reflection  research
ELA - Common Core," 11, 12",16707,WHST.11-12.10,write routinely  extended time frames time  reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences,write routinely  extended time frames time  reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences
